Ride,Date/Time,Wait Time
Haunted Mansion Holiday,2024-08-03 16:10:13,159
Haunted Mansion Holiday,2024-08-03 16:15:11,161
Haunted Mansion Holiday,2024-08-03 16:20:13,163
Haunted Mansion Holiday,2024-08-03 16:25:11,164
Haunted Mansion Holiday,2024-08-03 16:30:11,166
Haunted Mansion Holiday,2024-08-03 16:35:11,168
Haunted Mansion Holiday,2024-08-03 16:40:12,169
Haunted Mansion Holiday,2024-08-03 16:45:12,172
Haunted Mansion Holiday,2024-08-03 16:50:12,174
Haunted Mansion Holiday,2024-08-03 16:55:11,175
Haunted Mansion Holiday,2024-08-03 17:00:12,177
Haunted Mansion Holiday,2024-08-03 17:05:12,179
Haunted Mansion Holiday,2024-08-03 17:10:11,180
Haunted Mansion Holiday,2024-08-03 17:15:12,182
Haunted Mansion Holiday,2024-08-03 17:20:12,184
